c_number	Ko_ID	KEGG_pathway_def	Compound_def
C21826	ko01110	Biosynthesis of secondary metabolites	ent-3beta-Hydroxycassa-12,15-dien-2-one
C21830	ko01110	Biosynthesis of secondary metabolites	11,20-Dihydroxyferruginol
C21831	ko01110	Biosynthesis of secondary metabolites	ent-2alpha,3alpha-Dihydroxyisokaurene; ent-Isokaurene-2beta,3beta-diol
C21833	ko01110	Biosynthesis of secondary metabolites	Kaempferol-3-O-rutinoside; Nictoflorin
C21835	ko01110	Biosynthesis of secondary metabolites	12,18-Didecarboxysiroheme
C21841	ko01110	Biosynthesis of secondary metabolites	11-Oxocucurbitadienol; 3beta-Hydroxycucurbita-7,24-dien-11-one
C21860	ko01110	Biosynthesis of secondary metabolites	3-Demethylubiquinol; 3-Methoxy-6-methyl-5-(all trans-polyprenyl)benzene-1,2,4-triol; 3-Demethylubiqu
C21873	ko01110	Biosynthesis of secondary metabolites	2-Methylquinolin-4-ol; 2-Methyl-4-hydroxyquinoline
C21874	ko01110	Biosynthesis of secondary metabolites	Aurachin B epoxide
C21875	ko01110	Biosynthesis of secondary metabolites	Aurachin A
C21897	ko01110	Biosynthesis of secondary metabolites	Dihydrochanoclavine-I aldehyde
C21903	ko01110	Biosynthesis of secondary metabolites	Delta9-Tetrahydrocannabinolate
C21913	ko01110	Biosynthesis of secondary metabolites	Dihydro-4-coumaroyl-CoA
C21923	ko01110	Biosynthesis of secondary metabolites	9-Hydroxy-12-oxo-10(E),15(Z)-octadecadienoic acid
C21924	ko01110	Biosynthesis of secondary metabolites	9-Hydroxy-12-oxo-15(Z)-octadecenoic acid
C21978	ko01110	Biosynthesis of secondary metabolites	Cyclooctat-9-ene-5,7-diol; (1S,3R,3aS,4R,7S,9aS,10aS)-1,4,9a-Trimethyl-7-(propan-2-yl)-1,2,3,3a,4,5,
C21979	ko01110	Biosynthesis of secondary metabolites	Cyclooctatin; Cycloctat-9-ene-5,7,18-triol
C22007	ko01110	Biosynthesis of secondary metabolites	Sideretin; 5,7,8-Trihydroxy-6-methoxy-2H-chromen-2-one
C22014	ko01110	Biosynthesis of secondary metabolites	7-Deoxyloganetic alcohol
C22039	ko01110	Biosynthesis of secondary metabolites	2-Carboxy-1,4-naphthoquinone; 1,4-Dioxo-2-naphthoic acid
C22058	ko01110	Biosynthesis of secondary metabolites	Dihydroisopentenyldehydrorhodopin
C22059	ko01110	Biosynthesis of secondary metabolites	Isopentenyldehydrorhodopin
C22060	ko01110	Biosynthesis of secondary metabolites	Dihydrobisanhydrobacterioruberin
C22070	ko01110	Biosynthesis of secondary metabolites	2,4-Dihydroxycinnamoyl-CoA; (2E)-3-(2,4-Dihydroxyphenyl)prop-2-enoyl-CoA
C22072	ko01110	Biosynthesis of secondary metabolites	2-[(L-Alanin-3-ylcarbamoyl)methyl]-2-hydroxybutanedioate
C22073	ko01110	Biosynthesis of secondary metabolites	2-[(2-Aminoethylcarbamoyl)methyl]-2-hydroxybutanedioate
C22074	ko01110	Biosynthesis of secondary metabolites	2-[(L-Alanin-3-ylcarbamoyl)methyl]-3-(2-aminoethylcarbamoyl)-2-hydroxypropanoate
C22075	ko01110	Biosynthesis of secondary metabolites	Staphyloferrin B
C22101	ko01110	Biosynthesis of secondary metabolites	N5-Citryl-D-ornithine; delta-Citryl-D-ornithine; N5-[(S)-Citryl]-D-ornithine
C22102	ko01110	Biosynthesis of secondary metabolites	Staphyloferrin A
C22112	ko01110	Biosynthesis of secondary metabolites	4alpha-Carboxy-5alpha-cholesta-8,24-dien-3beta-ol
C22116	ko01110	Biosynthesis of secondary metabolites	3beta-Hydroxy-4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-ergost-24(24(1))-en-4alpha-carboxylate
C22119	ko01110	Biosynthesis of secondary metabolites	3beta-Hydroxyergosta-7,24(24(1))-dien-4alpha-carboxylate
C22120	ko01110	Biosynthesis of secondary metabolites	4alpha-Carboxy-stigmasta-7,24(24(1))-dien-3beta-ol
C22121	ko01110	Biosynthesis of secondary metabolites	Cycloeucalenone
C22122	ko01110	Biosynthesis of secondary metabolites	Episterone; 5alpha-Ergosta-7,24(28)-dien-3-one
C22123	ko01110	Biosynthesis of secondary metabolites	Avenastenone
C22127	ko01110	Biosynthesis of secondary metabolites	Ginsenoside C-K
C22128	ko01110	Biosynthesis of secondary metabolites	(20S)-Ginsenoside Rh2
C22129	ko01110	Biosynthesis of secondary metabolites	Ginsenoside Rh1
C22136	ko01110	Biosynthesis of secondary metabolites	Zymosterone; 5alpha-Cholesta-8,24-dien-3-one
C22137	ko01110	Biosynthesis of secondary metabolites	4-Chloro-L-lysine
C22138	ko01110	Biosynthesis of secondary metabolites	L-Propargylglycine
C22139	ko01110	Biosynthesis of secondary metabolites	gamma-L-Glutamyl-L-propargylglycine
C22140	ko01110	Biosynthesis of secondary metabolites	L-gamma-Glutamyl-(3R)-L-beta-ethynylserine
C22141	ko01110	Biosynthesis of secondary metabolites	L-beta-Ethynylserine
C22142	ko01110	Biosynthesis of secondary metabolites	Cyclo(L-Trp-L-Phe)
C22143	ko01110	Biosynthesis of secondary metabolites	N-Methyl-cyclo(L-Trp-L-Phe)
C22144	ko01110	Biosynthesis of secondary metabolites	(-)-Ditryptophenaline
C22145	ko01110	Biosynthesis of secondary metabolites	Fumiquinazoline F
C22146	ko01110	Biosynthesis of secondary metabolites	Fumiquinazoline F-indoline-2',3'-diol
C22147	ko01110	Biosynthesis of secondary metabolites	Fumiquinazoline A
C22148	ko01110	Biosynthesis of secondary metabolites	Fumiquinazoline C
C22149	ko01110	Biosynthesis of secondary metabolites	Fumiquinazoline D
C22152	ko01110	Biosynthesis of secondary metabolites	Bergamottin
C22162	ko01110	Biosynthesis of secondary metabolites	Histidyltryptophyldiketopiperazine
C22163	ko01110	Biosynthesis of secondary metabolites	Roquefortine D
C22164	ko01110	Biosynthesis of secondary metabolites	Dehydrohistidyltryptophyldiketopiperazine
C22165	ko01110	Biosynthesis of secondary metabolites	Roquefortine C
C22166	ko01110	Biosynthesis of secondary metabolites	Glandicoline A
C22167	ko01110	Biosynthesis of secondary metabolites	Glandicoline B
C22168	ko01110	Biosynthesis of secondary metabolites	Meleagrin
C22169	ko01110	Biosynthesis of secondary metabolites	N1-Hydroxy-roquefortine C
C22170	ko01110	Biosynthesis of secondary metabolites	Roquefortine L
C22171	ko01110	Biosynthesis of secondary metabolites	Roquefortine F
C22172	ko01110	Biosynthesis of secondary metabolites	Neoxaline
C22216	ko01110	Biosynthesis of secondary metabolites	Cytidine 5'-{[hydroxy(2-hydroxyethyl)phosphonoyl]phosphate}; HEP-CMP
C22217	ko01110	Biosynthesis of secondary metabolites	Cytidine 5'-({hydroxy[(S)-2-hydroxypropyl]phosphonoyl}phosphate); (2S)-HPP-CMP
C22225	ko01110	Biosynthesis of secondary metabolites	(S)-8-Oxocitronellyl enol
C22289	ko01110	Biosynthesis of secondary metabolites	(6E)-8-Methylnon-6-enoyl-CoA; 8-Methylnon-6-enoyl-CoA
C22338	ko01110	Biosynthesis of secondary metabolites	Dihydro-heme d1
C22339	ko01110	Biosynthesis of secondary metabolites	Heme d1
C22340	ko01110	Biosynthesis of secondary metabolites	Heptaprenylglyceryl phosphate
C22341	ko01110	Biosynthesis of secondary metabolites	Heptaprenylglycerol
C22342	ko01110	Biosynthesis of secondary metabolites	Diacetylheptaprenylglycerol
C22346	ko01110	Biosynthesis of secondary metabolites	1'-Hydroxy-1',2'-dihydro-beta,psi-caroten-4'-one
C22347	ko01110	Biosynthesis of secondary metabolites	Bisanhydrobacterioruberin; 2,2'-Bis(3-methylbut-2-enyl)-3,4,3',4'-tetradehydro-1,2,1',2'-tetrahydro-
C22348	ko01110	Biosynthesis of secondary metabolites	Monoanhydrobacterioruberin; 2-(3-Hydroxy-3-methylbutyl)-2'-(3-methylbut-2-enyl)-3,4,3',4'-tetradehyd
C22349	ko01110	Biosynthesis of secondary metabolites	Bacterioruberin; psi,psi-Carotene, 3,3',4,4'-tetradehydro-1,1',2,2'-tetrahydro-1,1'-dihydroxy-2,2'-b
C22388	ko01110	Biosynthesis of secondary metabolites	(2S)-2-Nitrobutanedioate; Nitrosuccinate; 2-Nitrobutanedioate
C22416	ko01110	Biosynthesis of secondary metabolites	Cremeomycin; 6-Carboxy-2-diazonio-3-methoxyphenolate
C22421	ko01110	Biosynthesis of secondary metabolites	4-(1-Methyl-2-pyrrolidinyl)-3-oxobutanoate; 4-(1-Methyl-2-pyrrolidinyl)-3-oxobutanoic acid
C22425	ko01110	Biosynthesis of secondary metabolites	3-Amino-2-hydroxy-4-methoxybenzoate; 3-Amino-2-hydroxy-4-methoxybenzoic acid
C22430	ko01110	Biosynthesis of secondary metabolites	Phenyllactylglucose
C22432	ko01110	Biosynthesis of secondary metabolites	Paspalic acid
C22433	ko01110	Biosynthesis of secondary metabolites	19-Hydroxycucurbitadienol
C22434	ko01110	Biosynthesis of secondary metabolites	19,25-Dihydroxycucurbitadienol
C22435	ko01110	Biosynthesis of secondary metabolites	Deacetylcucurbitacin C
C22436	ko01110	Biosynthesis of secondary metabolites	11-Carbonyl-20beta-hydroxycucurbitadienol
C22437	ko01110	Biosynthesis of secondary metabolites	11-Carbonyl-2beta,20beta-dihydroxycucurbitadienol
C22453	ko01110	Biosynthesis of secondary metabolites	trans-Anhydromevalonate 5-phosphate; trans-Anhydromevalonate phosphate; tAHMP; (2E)-3-Methyl-5-phosp
C22455	ko01110	Biosynthesis of secondary metabolites	3-Amino-2,4-dihydroxybenzoate; 3-Amino-2,4-dihydroxybenzoic acid
C22466	ko01110	Biosynthesis of secondary metabolites	Hyoscyamine aldehyde
C22617	ko01110	Biosynthesis of secondary metabolites	(+)-exo-beta-Bergamotene; beta-trans-Bergamotene; (1S,5S,6R)-6-Methyl-2-methylidene-6-(4-methylpent-
C22618	ko01110	Biosynthesis of secondary metabolites	Fumagillol; (3R,4S,5S,6R)-5-Methoxy-4-[(2R,3R)-2-methyl-3-(3-methylbut-2-en-1-yl)oxiran-2-yl]-1-oxas
C22619	ko01110	Biosynthesis of secondary metabolites	5-Dehydrofumagillol; 5-Keto-fumagillol
C22629	ko01110	Biosynthesis of secondary metabolites	5-Dehydro-6-demethoxyfumagillol; 5-Keto-demethoxyfumagillol
C22631	ko01110	Biosynthesis of secondary metabolites	5-Dehydro-6-demethoxy-6-hydroxyfumagillol
C22650	ko01110	Biosynthesis of secondary metabolites	Prefumagillin
C22651	ko01110	Biosynthesis of secondary metabolites	Dodecapentaenoyl-[acyl-carrier protein]; Dodecapentaenoyl-[acp]
C22652	ko01110	Biosynthesis of secondary metabolites	Quillaic acid 3-O-beta-D-glucuronide; Quillaic acid 3-O-beta-D-GlcA
C22653	ko01110	Biosynthesis of secondary metabolites	Quillaic acid 3-O-beta-D-galactosyl-1,2-beta-D-glucuronide; Quillaic acid 3-O-beta-D-Gal-(1->2)-beta
C22654	ko01110	Biosynthesis of secondary metabolites	Quillaic acid 3-O-beta-D-xylosyl-1,3-(beta-D-galactosyl-1,2)-beta-D-glucuronide; Quillaic acid 3-O-b
C22656	ko01110	Biosynthesis of secondary metabolites	Quillaic acid 3-O-beta-D-xylosyl-1,3-(beta-D-galactosyl-1,2)-beta-D-glucuronide-28-O-beta-D-fucoside
C22658	ko01110	Biosynthesis of secondary metabolites	Quillaic acid 3-O-beta-D-xylosyl-1,3-(beta-D-galactosyl-1,2)-beta-D-glucuronide-28-O-alpha-L-rhamnos
C22660	ko01110	Biosynthesis of secondary metabolites	Quillaic acid 3-O-beta-D-xylosyl-1,3-(beta-D-galactosyl-1,2)-beta-D-glucuronide-28-O-beta-D-xylosyl-
C22664	ko01110	Biosynthesis of secondary metabolites	Quillaic acid 3-O-beta-D-xylosyl-1,3-(beta-D-galactosyl-1,2)-beta-D-glucuronide-28-O-beta-D-apiosyl-
C22666	ko01110	Biosynthesis of secondary metabolites	Quillaic acid 3-O-beta-D-xylosyl-1,3-(beta-D-galactosyl-1,2)-beta-D-glucuronide 28-O-beta-D-apiosyl-
C22857	ko01110	Biosynthesis of secondary metabolites	Very-long-chain alpha-carboxyacyl-CoA
C22858	ko01110	Biosynthesis of secondary metabolites	Long-chain 3-oxoacyl-[acyl-carrier protein]; Long-chain 3-oxoacyl-[acp]
C22859	ko01110	Biosynthesis of secondary metabolites	Long-chain (3R)-3-hydroxyacyl-[acyl-carrier protein]; Long-chain (3R)-3-hydroxyacyl-[acp]
C22860	ko01110	Biosynthesis of secondary metabolites	Long-chain trans-2-enoyl-[acyl-carrier protein]; Long-chain trans-2-enoyl-[acp]
C22861	ko01110	Biosynthesis of secondary metabolites	Very-long-chain acyl-[acyl-carrier protein]; Very-long-chain acyl-[acp]
C22862	ko01110	Biosynthesis of secondary metabolites	Very-long-chain 3-oxoacyl-[acyl-carrier protein]; Very-long-chain 3-oxoacyl-[acp]
C22863	ko01110	Biosynthesis of secondary metabolites	Very-long-chain (3R)-3-hydroxyacyl-[acyl-carrier protein]; Very-long-chain (3R)-3-hydroxyacyl-[acp]
C22864	ko01110	Biosynthesis of secondary metabolites	Very-long-chain trans-2-enoyl-[acyl-carrier protein]; Very-long-chain trans-2-enoyl-[acp]
C22865	ko01110	Biosynthesis of secondary metabolites	Ultra-long-chain mono-unsaturated acyl-[acyl-carrier protein]; Ultra-long-chain mono-unsaturated acy
C22866	ko01110	Biosynthesis of secondary metabolites	Ultra-long-chain mono-unsaturated 3-oxo-fatty acyl-[acyl-carrier protein]; Ultra-long-chain mono-uns
C22867	ko01110	Biosynthesis of secondary metabolites	Ultra-long-chain mono-unsaturated (3R)-3-hydroxyacyl-[acyl-carrier protein]; Ultra-long-chain mono-u
C22868	ko01110	Biosynthesis of secondary metabolites	Ultra-long-chain mono-unsaturated trans-2-enoyl-[acyl-carrier protein]; Ultra-long-chain mono-unsatu
C22869	ko01110	Biosynthesis of secondary metabolites	Ultra-long-chain di-unsaturated acyl-[acyl-carrier protein]; Ultra-long-chain di-unsaturated acyl-[a
C22870	ko01110	Biosynthesis of secondary metabolites	Ultra-long-chain di-unsaturated 3-oxo-fatty acyl-[acyl-carrier protein]; Ultra-long-chain di-unsatur
C22871	ko01110	Biosynthesis of secondary metabolites	Ultra-long-chain di-unsaturated (3R)-3-hydroxyacyl-[acyl-carrier protein]; Ultra-long-chain di-unsat
C22872	ko01110	Biosynthesis of secondary metabolites	Ultra-long-chain di-unsaturated trans-2-enoyl-[acyl-carrier protein]; Ultra-long-chain di-unsaturate
C22873	ko01110	Biosynthesis of secondary metabolites	Meromycolic acid
C22874	ko01110	Biosynthesis of secondary metabolites	Meromycoloyl-[acp Pks13]
C22875	ko01110	Biosynthesis of secondary metabolites	Trehalose mycolic-beta-ketoester
C22876	ko01110	Biosynthesis of secondary metabolites	Trehalose monomycolate; TMM
C22877	ko01110	Biosynthesis of secondary metabolites	Trehalose dimycolate; TDM
C22878	ko01110	Biosynthesis of secondary metabolites	Mycolic acid; Mycolate
C22886	ko01110	Biosynthesis of secondary metabolites	N1-[(S)-3-amino-3-carboxypropyl]agmatine; Carboxyaminopropylagmatine
C22893	ko01110	Biosynthesis of secondary metabolites	Rhazimal
C22922	ko01110	Biosynthesis of secondary metabolites	17-Dehydropreakuammicine
C22923	ko01110	Biosynthesis of secondary metabolites	Norfluorocurarine; (19E)-Cura-2(16),19-dien-17-al
C22924	ko01110	Biosynthesis of secondary metabolites	18-Hydroxynorfluorocurarine
C22925	ko01110	Biosynthesis of secondary metabolites	Wieland-Gumlich aldehyde; Caracurine VII; 1-Deacetyldiaboline; 17,18-Epoxy-17-hydroxycur-19-ene; (19
C22926	ko01110	Biosynthesis of secondary metabolites	Diaboline
C22927	ko01110	Biosynthesis of secondary metabolites	Prestrychnine
C22929	ko01110	Biosynthesis of secondary metabolites	10-Hydroxystrychnine
C22930	ko01110	Biosynthesis of secondary metabolites	beta-Colubrine; 10-Methoxystrychnine
C22931	ko01110	Biosynthesis of secondary metabolites	11-Demethylbrucine
C22933	ko01110	Biosynthesis of secondary metabolites	Stemmadenine acetate
C22934	ko01110	Biosynthesis of secondary metabolites	Precondylocarpine acetate
C22935	ko01110	Biosynthesis of secondary metabolites	Dihydroprecondylocarpine acetate
C22936	ko01110	Biosynthesis of secondary metabolites	3,17-Didehydrostemmadenine
C22937	ko01110	Biosynthesis of secondary metabolites	17-Dehydrostemmadenine
C22945	ko01110	Biosynthesis of secondary metabolites	4-Methylajmaline; Nbeta-Methylajmaline
C22950	ko01110	Biosynthesis of secondary metabolites	Rhazimol
C22951	ko01110	Biosynthesis of secondary metabolites	Akuammiline
C22960	ko01110	Biosynthesis of secondary metabolites	Dehydrosecodine
C22961	ko01110	Biosynthesis of secondary metabolites	17-Dehydropreakuammicine hydrate
C00011	ko01120	Microbial metabolism in diverse environments	CO2; Carbon dioxide
C00014	ko01120	Microbial metabolism in diverse environments	Ammonia; NH3
C00022	ko01120	Microbial metabolism in diverse environments	Pyruvate; Pyruvic acid; 2-Oxopropanoate; 2-Oxopropanoic acid; Pyroracemic acid
C00024	ko01120	Microbial metabolism in diverse environments	Acetyl-CoA; Acetyl coenzyme A
C00025	ko01120	Microbial metabolism in diverse environments	L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate
C00026	ko01120	Microbial metabolism in diverse environments	2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid
C00033	ko01120	Microbial metabolism in diverse environments	Acetate; Acetic acid; Ethanoic acid
C00036	ko01120	Microbial metabolism in diverse environments	Oxaloacetate; Oxalacetic acid; Oxaloacetic acid; 2-Oxobutanedioic acid; 2-Oxosuccinic acid; keto-Oxa
C00037	ko01120	Microbial metabolism in diverse environments	Glycine; Aminoacetic acid; Gly
C00041	ko01120	Microbial metabolism in diverse environments	L-Alanine; L-2-Aminopropionic acid; L-alpha-Alanine
C00042	ko01120	Microbial metabolism in diverse environments	Succinate; Succinic acid; Butanedionic acid; Ethylenesuccinic acid
C00047	ko01120	Microbial metabolism in diverse environments	L-Lysine; Lysine acid; 2,6-Diaminohexanoic acid
C00048	ko01120	Microbial metabolism in diverse environments	Glyoxylate; Glyoxalate; Glyoxylic acid
C00049	ko01120	Microbial metabolism in diverse environments	L-Aspartate; L-Aspartic acid; 2-Aminosuccinic acid; L-Asp
C00053	ko01120	Microbial metabolism in diverse environments	3'-Phosphoadenylyl sulfate; 3'-Phosphoadenosine 5'-phosphosulfate; 3'-Phospho-5'-adenylyl sulfate; P
C00058	ko01120	Microbial metabolism in diverse environments	Formate; Methanoic acid; Formic acid
C00059	ko01120	Microbial metabolism in diverse environments	Sulfate; Sulfuric acid
C00064	ko01120	Microbial metabolism in diverse environments	L-Glutamine; L-2-Aminoglutaramic acid
C00065	ko01120	Microbial metabolism in diverse environments	L-Serine; L-2-Amino-3-hydroxypropionic acid; L-3-Hydroxy-alanine; Serine
C00067	ko01120	Microbial metabolism in diverse environments	Formaldehyde; Methanal; Oxomethane; Oxomethylene; Methylene oxide; Formalin
C00072	ko01120	Microbial metabolism in diverse environments	Ascorbate; Ascorbic acid; L-Ascorbate; L-Ascorbic acid; Vitamin C
C00074	ko01120	Microbial metabolism in diverse environments	Phosphoenolpyruvate; Phosphoenolpyruvic acid; PEP
C00083	ko01120	Microbial metabolism in diverse environments	Malonyl-CoA; Malonyl coenzyme A
C00084	ko01120	Microbial metabolism in diverse environments	Acetaldehyde; Ethanal
C00085	ko01120	Microbial metabolism in diverse environments	D-Fructose 6-phosphate; D-Fructose 6-phosphoric acid; Neuberg ester
C00086	ko01120	Microbial metabolism in diverse environments	Urea; Carbamide
C00087	ko01120	Microbial metabolism in diverse environments	Sulfur; S; Elemental sulfur
C00088	ko01120	Microbial metabolism in diverse environments	Nitrite
C00090	ko01120	Microbial metabolism in diverse environments	Catechol; 1,2-Benzenediol; o-Benzenediol; 1,2-Dihydroxybenzene; Brenzcatechin; Pyrocatechol
C00091	ko01120	Microbial metabolism in diverse environments	Succinyl-CoA; Succinyl coenzyme A
C00094	ko01120	Microbial metabolism in diverse environments	Sulfite; Sulfurous acid
C00095	ko01120	Microbial metabolism in diverse environments	D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose
C00097	ko01120	Microbial metabolism in diverse environments	L-Cysteine; L-2-Amino-3-mercaptopropionic acid
C00100	ko01120	Microbial metabolism in diverse environments	Propanoyl-CoA; Propionyl-CoA; Propionyl coenzyme A
C00101	ko01120	Microbial metabolism in diverse environments	Tetrahydrofolate; 5,6,7,8-Tetrahydrofolate; Tetrahydrofolic acid; THF; (6S)-Tetrahydrofolate; (6S)-T
C00103	ko01120	Microbial metabolism in diverse environments	D-Glucose 1-phosphate; alpha-D-Glucose 1-phosphate; Cori ester; D-Glucose alpha-1-phosphate
C00108	ko01120	Microbial metabolism in diverse environments	Anthranilate; Anthranilic acid; o-Aminobenzoic acid; Vitamin L1; 2-Aminobenzoate
C00111	ko01120	Microbial metabolism in diverse environments	Glycerone phosphate; Dihydroxyacetone phosphate; 3-Hydroxy-2-oxopropyl phosphate
C00117	ko01120	Microbial metabolism in diverse environments	D-Ribose 5-phosphate; Ribose 5-phosphate
C00118	ko01120	Microbial metabolism in diverse environments	D-Glyceraldehyde 3-phosphate; (2R)-2-Hydroxy-3-(phosphonooxy)-propanal; Glyceraldehyde 3-phosphate
C00119	ko01120	Microbial metabolism in diverse environments	5-Phospho-alpha-D-ribose 1-diphosphate; 5-Phosphoribosyl diphosphate; 5-Phosphoribosyl 1-pyrophospha
C00122	ko01120	Microbial metabolism in diverse environments	Fumarate; Fumaric acid; trans-Butenedioic acid
C00132	ko01120	Microbial metabolism in diverse environments	Methanol; Methyl alcohol; CH3OH
C00136	ko01120	Microbial metabolism in diverse environments	Butanoyl-CoA; Butyryl-CoA
C00137	ko01120	Microbial metabolism in diverse environments	myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inosi
C00143	ko01120	Microbial metabolism in diverse environments	5,10-Methylenetetrahydrofolate; (6R)-5,10-Methylenetetrahydrofolate; 5,10-Methylene-THF
C00146	ko01120	Microbial metabolism in diverse environments	Phenol; Benzenol; Hydroxybenzene; Phenic acid; Phenylic acid
C00149	ko01120	Microbial metabolism in diverse environments	(S)-Malate; L-Malate; L-Apple acid; L-Malic acid; L-2-Hydroxybutanedioic acid; Malate; Malic acid
C00156	ko01120	Microbial metabolism in diverse environments	4-Hydroxybenzoate; Hydroxybenzoic acid; 4-Hydroxybenzoic acid; Hydroxybenzenecarboxylic acid
